"","X","x","spectrum.density","library","TF","pos"
"1477",37,0.425,0.356444953096873,"Nucleosome-SELEX","HOXD9","Region 76-115"
"1478",38,0.45,0.352780243013905,"Nucleosome-SELEX","HOXD9","Region 76-115"
"1479",39,0.475,0.365137784917195,"Nucleosome-SELEX","HOXD9","Region 76-115"
"1480",40,0.5,0.377132295164285,"Nucleosome-SELEX","HOXD9","Region 76-115"
"1481",41,0.025,0.25416779572572,"HT-SELEX","HOXD9","Region 76-115"
"1482",42,0.05,0.341025626876882,"HT-SELEX","HOXD9","Region 76-115"
"1483",43,0.075,0.361745870874453,"HT-SELEX","HOXD9","Region 76-115"
"1484",44,0.1,0.368627743713177,"HT-SELEX","HOXD9","Region 76-115"
"1485",45,0.125,0.386235634430411,"HT-SELEX","HOXD9","Region 76-115"
"1486",46,0.15,0.38588554257185,"HT-SELEX","HOXD9","Region 76-115"
"1487",47,0.175,0.391240174861791,"HT-SELEX","HOXD9","Region 76-115"
"1488",48,0.2,0.402844254696995,"HT-SELEX","HOXD9","Region 76-115"
"1489",49,0.225,0.40694143773203,"HT-SELEX","HOXD9","Region 76-115"
"1490",50,0.25,0.38656572037087,"HT-SELEX","HOXD9","Region 76-115"
"1491",51,0.275,0.377562463603027,"HT-SELEX","HOXD9","Region 76-115"
"1492",52,0.3,0.386077823702026,"HT-SELEX","HOXD9","Region 76-115"
"1493",53,0.325,0.40286114377157,"HT-SELEX","HOXD9","Region 76-115"
"1494",54,0.35,0.393982324959684,"HT-SELEX","HOXD9","Region 76-115"
"1495",55,0.375,0.382706649027526,"HT-SELEX","HOXD9","Region 76-115"
"1496",56,0.4,0.368707951353298,"HT-SELEX","HOXD9","Region 76-115"
"1497",57,0.425,0.374471066806955,"HT-SELEX","HOXD9","Region 76-115"
"1498",58,0.45,0.366076051114277,"HT-SELEX","HOXD9","Region 76-115"
"1499",59,0.475,0.355563258226563,"HT-SELEX","HOXD9","Region 76-115"
"1500",60,0.5,0.368276168733016,"HT-SELEX","HOXD9","Region 76-115"
"1501",1,0.025,0.243029951307781,"NCAP-SELEX","VSX1","Region 76-115"
"1502",2,0.05,0.335946630085464,"NCAP-SELEX","VSX1","Region 76-115"
"1503",3,0.075,0.372612097627164,"NCAP-SELEX","VSX1","Region 76-115"
"1504",4,0.1,0.429442028017874,"NCAP-SELEX","VSX1","Region 76-115"
"1505",5,0.125,0.374931101673249,"NCAP-SELEX","VSX1","Region 76-115"
"1506",6,0.15,0.373314953061262,"NCAP-SELEX","VSX1","Region 76-115"
"1507",7,0.175,0.378561146892608,"NCAP-SELEX","VSX1","Region 76-115"
"1508",8,0.2,0.374280593220811,"NCAP-SELEX","VSX1","Region 76-115"
"1509",9,0.225,0.383152936092129,"NCAP-SELEX","VSX1","Region 76-115"
"1510",10,0.25,0.375663056863631,"NCAP-SELEX","VSX1","Region 76-115"
"1511",11,0.275,0.362484096361977,"NCAP-SELEX","VSX1","Region 76-115"
"1512",12,0.3,0.364562073593991,"NCAP-SELEX","VSX1","Region 76-115"
"1513",13,0.325,0.368398345636961,"NCAP-SELEX","VSX1","Region 76-115"
"1514",14,0.35,0.365310313298715,"NCAP-SELEX","VSX1","Region 76-115"
"1515",15,0.375,0.362319683150173,"NCAP-SELEX","VSX1","Region 76-115"
"1516",16,0.4,0.358724733123349,"NCAP-SELEX","VSX1","Region 76-115"
"1517",17,0.425,0.360496657692649,"NCAP-SELEX","VSX1","Region 76-115"
"1518",18,0.45,0.347607660803992,"NCAP-SELEX","VSX1","Region 76-115"
"1519",19,0.475,0.354083062127048,"NCAP-SELEX","VSX1","Region 76-115"
"1520",20,0.5,0.363008418084776,"NCAP-SELEX","VSX1","Region 76-115"
"1521",21,0.025,0.238695126996233,"Nucleosome-SELEX","VSX1","Region 76-115"
"1522",22,0.05,0.31762989136187,"Nucleosome-SELEX","VSX1","Region 76-115"
"1523",23,0.075,0.336360836104514,"Nucleosome-SELEX","VSX1","Region 76-115"
"1524",24,0.1,0.393719851017072,"Nucleosome-SELEX","VSX1","Region 76-115"
"1525",25,0.125,0.35452161205122,"Nucleosome-SELEX","VSX1","Region 76-115"
